	TexTerm_Beltra_RNA_rep1	TexTerm_Beltra_RNA_rep2	TexTerm_Beltra_RNA_rep3	TexTerm_Hudson_RNA_rep1	TexTerm_Hudson_RNA_rep2	TexTerm_Hudson_RNA_rep3	TRM_IEL_1_RNA_rep1	TRM_IEL_1_RNA_rep2	TRM_IEL_2_RNA_rep1	TRM_IEL_2_RNA_rep2	TRM_liver_RNA_rep1	TRM_liver_RNA_rep2	TRM_lung_A_RNA_rep1	TRM_lung_A_RNA_rep2	TRM_lung_A_RNA_rep3	TRM_lung_I_RNA_rep1	TRM_lung_I_RNA_rep2	TRM_lung_I_RNA_rep3
Sult4a1	2	5	1	5	2	11	3	0	5	0	32	16	3	2	5	4	4	8
Pnpla5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnpla3	1	0	0	0	4	1	0	0	0	3	9	7	2	10	4	8	2	1
Mir6392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samm50	271	248	238	1229	1167	1041	192	135	468	459	1305	1430	177	151	221	190	348	337
Parvb	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	2	0	4
Gm22890	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parvg	819	656	484	3789	3355	2942	351	179	609	598	3646	3746	177	123	244	241	495	364
1810041L15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	4	0
Ldoc1l	52	40	37	282	220	202	6	18	18	63	199	228	9	10	11	20	19	21
Prr5	6	12	5	132	96	78	4	5	32	30	46	56	2	3	6	10	2	6
Arhgap8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2
Phf21b	0	2	1	34	22	20	5	0	4	5	247	200	6	5	6	4	1	4
Gm4217	0	0	0	1.78	0	4.48	1.28	3.01	5.01	5.18	2.28	0.49	0	0	0	2.92	1.01	0
Gm29666	2	5	1	13	4	8	3	6	2	1	59	46	14	31	2	9	3	1
Nup50	451	391	328	1627	1463	1314	161	77	300	267	2459	2507	176	151	191.98	122	254	220.98
5031439G07Rik	19	15	28	77	69	67	0	0	9	2	360	352	30	22	41	40	41	36
Mir1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Upk3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam118a	73	55	47	280	261	266	68	39	60	58	466	427	45	17	46	41	107	72
Smc1b	0	0	0	1	0	0	0	0	0	0	3	1	1	2	0	1	0	0
Gm10923	0	0	0	0	0	0	0	0	0	1.2	2	0	0	0	0	0	0	0
Ribc2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fbln1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn10	403	450	323	1933	1478	1799	203	183	515	362	1105	1349	128	121	169	183	366	356
Gm23517	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7530416G11Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm4825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AU022754	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
D130051D11Rik	0	0	0	0	0	0	0	0	0	0	0	1	5	6	3	4	3	1
Gm37699	2	3	1	5	2	1	3	1	2	3	10	13	0	3	0	0	1	0
Mirlet7c-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mirlet7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppara	0	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0
Cdpf1	66	38	42	335	220	287	56	30	109	157	258	308	42	32	25	18	60	62
Pkdrej	0	0	0	0	0	0	0	4	0	0	0	0	0	2	1	6	1	0
Ttc38	120	95	70	564	484	554	57	24	123	83	748	765	31	17	23	31	81	87
Gtse1	28	24	24	148	76	170	20	27	9	15	70	88	24	22	16	7	30	5
Trmu	34	16	24	232	187	199	34	18	83	108	319	314	35	39	37	30	47	34
Celsr1	42	23	22	299	274	195	21	26	105	152	2818	2004	51	46	73	31	81	83
Gramd4	167	77	113	641	628	524	21	9	30	29	1183	1009	103	101	131	128	179	182
Gm15722	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cerk	243	160	113	614	527	508	71	42	118	80	1198	1247	35	33	41	32	67	98
Gm24011	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
Gm15569	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm22818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tbc1d22a	153	97	92	743	626	657	123	72	306	216	647	760	62	49	67	65	119	122
Gm23416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam19a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brd1	279	83	53	1586	1295	1273	131	50	129	149	2940	3191	89	78	69	82	171	164
Zbed4	70	42	39	328	249	289	31	21	20.96	45	1013	996	24.96	52.67	38	19	17	52.84
Alg12	47	30	26	258	209	226	20	32	43	74	376	434	21	20	19	23	57	45
Creld2	268	195	189	1213	1042	1057	88	56	301	354	589	544	57	57	101	67	166	165
Gm23144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pim3	116	91	73	423	388	365	142	44	450	477	306	396	80	74	87	123	354	245
Gm20621	1	0	1	6	3	3	0	1	1	0	1	7	0	0	2	1	2	1
Ttll8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mlc1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Mov10l1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm23737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Panx2	0	0	0	0	1	0	0	0	3	0	4	0	0	0	1	0	0	0
1810021B22Rik	0	0	0	2	0	1	0	0	3	0	1	0	1	0	1	2	0	0
Trabd	383	225	192	2267	1955	1997	158	138	369	301	1959	2045	144	129	192	147	295	255
Selo	309	205	175	911.18	834.53	840.24	75	63	192	76	818.24	775.28	98	86	138	95	178	162
Tubgcp6	181	95	90	1490.82	1187.47	1042.76	65	55	145	124	1453.76	1426.72	61	43	84	54	86	99
Hdac10	15	13	10	123	73	104	30	18	75	63	358	219	40	45	67	61	100	86
Mapk12	0	0	0	0	0	0	0	0	0	0	2	4	0	1	2	0	0	4
Mapk11	1	0	3	5	0	4	5	0	0	15	47	31	8	17	17	11	48	26
Plxnb2	1	2	1	4	5	0	1	0	0	0	55	9	0	1	0	9	0	6
mmu-mir-7118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd6b	21	14	9	140	201	140	2	10	82	69	442	473	61	44	52	34	64	79
Mir6958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26798	0	2	3	53	40	51	5	1	3	3	7	14	10	2	1	9	8	2
Ppp6r2	49	37	36	329	288	329	27	19	74	48	799	882	8	3	11	18	17	21
Sbf1	761	503	354	4681	4620	4102	103	98	341	309	6876	6788	198	203	302	228	406	355
Mir6959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Miox	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Lmf2	347	285	222	1496	1177	1275	178	85	195	238	918	931	149	143	159	111	250	245
Ncaph2	709	505.99	384	2700.1	2316.95	2590.39	309	272	878	913	2452.29	2517.88	268	216	347.94	281.96	563	522
Sco2	61.62	35.42	37.45	76.69	54.91	36.99	65.8	35.53	128.3	160.17	22.78	39.63	24.45	38.71	72.42	44.55	69.1	89.4
Tymp	3.38	5.58	4.55	8.02	18.86	6.5	6.2	2.47	14.7	12.83	3.84	15.1	4.55	1.29	2.58	2.45	10.9	2.6
Odf3b	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Klhdc7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syce3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpt1b	0	0	0	5	3	0	6	2	0	0	37	29	0	2.68	0	2	0	2
Chkb	89	63	43	531.7	497.72	765.92	113	64	359	291	1258.9	1284.52	130	122.32	126	104	161	178
C730034F03Rik	8	20	6	61.3	49.28	87.08	3	4	23	16	10.1	28.48	16	10	19	15	35	8
Mapk8ip2	0	2	0	6	3	0	1	1	4	0	14	2	0	5	7	6	1	2
Arsa	88	44	39	351.91	310.31	361.24	31	17	123	81	302.09	392.3	50	38	59	49	80	79
C230037L18Rik	0	3	1	5.09	8.69	11.76	0	3	13	25	85.91	68.7	5	5	1	10	7	10
Shank3	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2
Gm15609	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	3	0	0
Acr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Rabl2	2	1	1	2	0	4	1	2	3	0	14	25	3	1	0	2	3	5
Syt10	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0
Gm24643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg10b	10	14	5	112	103	136	19	22	18	12	1721	1569	6	5	12	17	25	29
Mir7648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpne8	0	0	0	0	0	1	0	0	0	0	0	1	1	4	1	4	0	0
Gm6746	0	0	0	0	0	0	1.02	0	0	0	0	0	1	0	3	1	0	0
Rpl31-ps8	37.73	36.4	40.53	416.13	412.27	623.65	286.29	257.81	1207.02	978.85	4027.75	3704.14	88.83	72.96	88.99	123.11	166.68	164.43
Tcea1-ps1	1.74	0	0	22.43	20.36	10.4	14.85	7.23	21.63	29.69	15.87	9.49	4.8	8.53	7.09	3.93	12.22	5.69
Kif21a	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	0
Abcd2	0	2	0	9	1	0	0	0	0	0	14	8	6	2	0	4	0	26
CN725425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a13	1	0	0	1	1	0	0	0	0	0	2	3	4	21	7	10	5	4
Gm15383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm15381	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
Gm24647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933438A12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrk2	1	1	8	18	1	9	1	1	0	0	121	73	9	8	14	53	23	25
Gm15382	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	1	0	0
Smgc	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Muc19	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	1	2	0
Cntn1	0	0	0	0	0	0	0	4	0	0	5	5	38	37	40	14	2	2
Gm26760	0	0	0	0	2	0	0	1	0	0	0	2	5	4	5	0	0	0
Pdzrn4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0
Gm37304	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Gm4335	0	0	0	3	4.31	0	2.28	5.05	4.13	3.33	0	1	1.03	2.16	1.02	1.13	0	0.57
Gm24447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gxylt1	80	79	66	1039	909	873	76	37	34	13	2445	2690	50	41.73	45	71	111	127.17
Yaf2	165	173	119	1183	987	1212	69	35	70	80	716	893	56	64	93	84	157	204
Gm26371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zcrb1	69	86	75	555	455	613	114	86	150	158	732	783	53	37	68	79	122	163
Pphln1	96	116	79	615	485	509	110	48	92	105	1191	1248	45	68	66	59	119	102
Prickle1	11	1	1	15	18	7	5	3	1	0	28	19	1	0	0	0	0	0
Adamts20	0	0	0	0	0	0	2	0	0	1	0	1	0	3	0	0	1	0
Pus7l	29	31	15	109	102	104	34	5	24	33	198	206	12	15	16	20	41	11
Irak4	161	131	98	942.17	761.09	777.03	128	87	211	150	861.91	869.57	34	24	45	78	107	93
Twf1	67	73	33	477.83	327.91	422.97	263	187	124	104	1012.09	890.35	63	46	63.96	62	131	138.98
Tmem117	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0
Gm25546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700129L04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Nell2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbx2	0	0	0	1	0	0	0	0	0	0	0	0	2	2	3	1	4	0
Gm8849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A130051J06Rik	1	1	1	15.3	6.13	6.18	6	1	7	1	14.28	18.39	1	2	2	3	4	2
Ano6	594	386	363	2755.7	2558.87	2451.82	152	69	103	149	2387.72	2166.61	90	127	144	121	204	234
Gm17546	0	0	0	1	0	1	0	1	6	1	1	1	0	0	2	0	0	2
Gm25070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D030018L15Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0
2610037D02Rik	0	2	1	19	17	14	4	2	0	0	79	59	0	5	4	7	1	6
4833422M21Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Arid2	210	192	134	1499	1391	1020	163	74	139	146	3026	2759	115	86	137	79	144	176
Gm25397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Scaf11	353	260	184	1786	1521	1693	119	87	229	168	4287	4143	195	181	228	159	319	293
Slc38a1	531	374	328	2333	2080	1883	315	172	802	655	4794	4499	274	231	339	222	485	484
Gm22045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a2	388	278	220	1995	1658	1869	1407	493	282	242	5362	5794	653	601	818	434	845	946
Gm38144	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Gm8888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Amigo2	1	0	0	1	0	0	0	0	0	2	8	9	0	2	1	4	1	12
Pced1b	95	58	52	663	571	619	75	46	39	34	2052	2041	19	20	29	19	44	33
Rpap3	68	65	63	270	227	250	15	13	88	87	379	389	32	26	30	32	42	81
Endou	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
Rapgef3	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	2	0	0
Rapgef3os1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rapgef3os2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Slc48a1	161	131	135	707	587	627	106	72	193	189	633	665	69	38	53	78	129	150
Hdac7	390	307	208	3550	3215	3525	183	115	319	375	6132	7028	77	59	113	117	264	253
Vdr	0	0	0	2	0	0	0	1	0	0	2	4	4	6	4	7	2	7
Gm22202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem106c	65	74	41	355	334	404	10	19	54	54	176	185	21	10	20	15	25	30
Col2a1	0	0	0	4	0	0	0	0	0	0	3	2	1	0	5	0	2	0
Senp1	325	228	178	1611.22	1386.78	1424.74	127	65	234	139	2527.99	2647.93	81	88	113	86	133	155
Gm25668	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfkm	13	12	22	150	130	112	10	8	21	23	293	288	2	14	11	12	20	25
Gm26513	0	3	0	6.18	9.22	7.26	1	7	1	4	5.01	10.07	2	2	3	4	1	3
Asb8	246	244	183	1062	1010	883	72	33	133	142	494	585	37	41	41	42	68	93
Ccdc184	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	6	0
Olfr288	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0
Olfr287	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	2	1
Olfr286	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1
H1fnt	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zfp641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr284	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
Olfr283	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Olfr282	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
Olfr281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
Lalba	0	0	0	0	0	1	0	0	0	3	0	19	0	0	0	0	0	1
Olfr279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kansl2	318.13	203.05	188.28	1075.1	987.52	1271.77	145	48	150.39	70.58	1354	1361	193.56	122.25	195.67	70.38	225.23	256
Snora34	0	0	0	2	0	0	0	0	0	0	3	3	0	0	0	0	0	0
mmu-mir-1291	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnt1	351	297	225	1617.08	1452.46	1491.5	171	98	549	426	2735.9	2740.93	201	143	242	177	325	399
9330020H09Rik	8	0	4	13.92	7.54	11.5	5	3	11	14	11.1	4.07	6	6	6	12	13	26
4930415O20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
Adcy6	0	0	0	0	0	0	0	0	0	0	5	1	0	3	2	63	2	2
Cacnb3	0	0	0	1	0	2	2	1	2	0	5	5	0	3	23	353	0	2
Ddx23	18	15	6	146	100	117	29	27	58	92	2788	2837	41	16	23	30	42	32
Rnd1	0	0	0	2	1	1	2	4	6	0	10	6	0	2	4	15	8	5
Ccdc65	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fkbp11	0	0	0	5	2	4	1	0	0	1	2	2	0	0	0	0	0	1
Arf3	788	594	509	7158	5963	5002	129	99	250	207.08	5177	5214	198	195	247	200	445	462
Wnt10b	1	4	0	2	1	3	0	0	0	0	38	24	1	2	6	1	9	11
Wnt1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	1
Ddn	0	0	0	0	0	0	3	0	0	0	1	1	0	2	0	0	0	2
B130046B21Rik	13	5	4	32.17	20.72	21.87	41	37	101	109	234.45	252.02	11	17	20	20	30	21
Prkag1	306	226	211	1233.83	1067.28	1129.13	269	196	533	541	1516.55	1555.98	138	133	216	135	295	282
Kmt2d	197	135	77	3191	2431	2829	477	275	1640	1740	16889	16409	259	238	318	211	406	462
Rhebl1	14	12	5	54	40	39	4	3	13	34	93	88	50	32	41	32	35	28
Dhh	1	0	1	13	5	10	1	0	0	0	1	1	0	0	0	1	0	0
Lmbr1l	341	195	178	988	957	931	85	30	85	146	1526	1610	96	64	110	88	137	128
Tuba1b	1449	1275.95	1128.55	6863.97	4197.14	6490.52	1342.38	801.36	2668.82	2233.02	6618.61	5693.58	462.71	502.02	745.97	881.21	1708.61	1509.05
Tuba1a	911.72	500.33	519.07	3129.06	2848.54	2987.45	693.3	413.8	1101.4	1000.77	1770.97	1927.48	407.9	287.68	527.47	908.26	1143.22	1020.37
4930578M01Rik	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Gm8973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuba1c	490.28	492.6	335.8	2935.94	2323.73	2315.84	252.72	211.55	748.02	539.82	1266.26	1263.1	182.78	116.87	206.2	611.2	794.22	735.26
Prph	2	2	0	0	0	1	0	0	0	0	1	1	5	13	23	18	1	12
Troap	6	7	0	34	10	38	2	26	2	0	21	16	0	1	0	2	9	2
Mir6960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1ql4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Dnajc22	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	5	0	0
Spats2	147	128	67	243	235	233	17	4	63	67	333	390	21	56	31	12	53	36
Gm25183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnh3	8	9	3	17	17	9	0	1	0	8	25	40	3	1	0	1	1	4
Mcrs1	288.23	245.7	200.31	975.9	901.41	989.66	141.98	89.87	349.7	376.8	741.19	896.22	109.76	103.2	175.76	141.64	255.46	277.3
1700120C14Rik	1	1	0	14	11	19	4	0	18	2	10	7	6	2	2	4	5	4
Gm25999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam186b	0	0	0	5	0	3	0	0	0	0	21	6	0	0	0	2	0	1
Prpf40b	7	2	2	39	40	30	0	2	18	18	220	183	8	4	9	8	16	11
Fmnl3	92	65	51	806	865	720	51	25	44	47	1055	1024	38	33	47	42	121	121
Gm22951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmbim6	1935	1794	1379	8287	7722	8516	1124	509	2489	2216	10315	10394	140	118	199	160	310	360
Nckap5l	16	8	4	165.9	151.96	133	24	1	17	25	638.88	595.51	10	10	4	11	22	16
Nckap5los	0	0	0	1.1	1.04	0	0	0	0	1	2.12	7.49	0	1	1	0	1	0
Bcdin3d	29	38	25	133	131	128	15	8	61	70	183	195	26	15	29	13	8	6
Faim2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5808	0	0	0	1	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0
Aqp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Aqp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Racgap1	578	326	321	2085	1700	1906	254	158	185	162	1827	1545	137	117	157	204	403	342
Asic1	1	2	0	27	16	10	1	0	1	0	50	46	0	1	1	1	0	2
Gm17349	0	0	0	1.16	0	0	0	0	0	0	2.05	0	0	0	0	1	0	0
Smarcd1	95	93	66	616.84	481	505	6	13	12	13	952.95	967	36	41	51	34	66	68
Gm16537	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
Gpd1	0	0	0	5	0	0	0	4	0	0	8	7	0	0	0	1	0	9
Cox14	95	118	73	618	576	638	94	58	364	447	383	343	61	43	100	96	155	165
Cers5	273	253	214	1478	1298	1360	265	143	272	249	1504	1542	131	121	133	119	206	256
Gm17058	0	0	0	2	3	1	1	0	1	0	4	3	1	1	1	1	1	0
Lima1	2	2	2	14	0	4	3	0	0	2	11	5	5	15	12	106	5	21
Gm25897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4468	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Gm17057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9763	0	0	0	0	0	0	0	0	1.03	0	0	0	0	1	0	0	0	1
Fam186a	0	0	0	0	0	0	0	0	0	5	0	0	1	1	2	1	1	0
Gm21917	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0
Gm23133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Larp4	102	147	91	837.44	766.67	609.7	86	84	54	37.39	2053.84	2082.51	152.53	132.86	156.52	145.85	196.42	215.55
2310068J16Rik	0	0	0	2.19	0	1.19	1	0	3	2	1.02	0	0	0	2	3	8	3
Dip2b	148	119	103	1473	1283	917	74	56	177	125	2191	2102	62	67	107	121	138	179
Atf1	106.8	81	72	661	588	608	94.14	60	118.98	92.02	1534.53	1512.62	99	46	96.77	83	202	180
Tmprss12	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Mettl7a1	136	75	61	523	483	453.99	8	4	27	50	630.03	657.99	6	13	13	20	38	44
Mettl7a3	0	0	0	0	0	1.01	0	0	0	0	0	1.01	0	1	1	0	0	0
Methig1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	1
Mettl7a2	0	0	0	0	0	0	0	0	0	3	0.97	0	0	0	1.5	1	1	0
Higd1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc11a2	96	65	59	429	378	310	36	20	168	143	643	623	61	62	99	85	157	143
Gm5475	0	0	0	0	3	1	0	0	2	0	0	2	15	8	3	9	1	2
n-R5s43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5330439K02Rik	0	2	2	3	3	5	0	2	2	0	2	3	4	11	0	4	3	0
Letmd1	159	138	111	802	755	769	100	61	183	216	1022	1183	81	44	79	44	107	97
Csrnp2	43	22	20	169	119	164	64	36	10	4	119	172	8	11	21	28	36	64
Tfcp2	20	25	29	125	146	105	12	0	18	23	180	246	11	15	17	14	32	22
Gm20680	7	1	5	68.37	33.85	44.89	0	3	11	14	0	0	4	1	5	8	7	8
Gm27209	0	0	1	7	2	6	0	1	1	1	83	66	0	0	0	1	0	0
C330013E15Rik	3	3	0	11	11	23	6	0	6	5	14	12	0	0	6	2	2	10
Dazap2	2477	2594	2052	11043	9660	10490	1466	672	1809	1907	7092	7379	946	682	1118	1242	2777	2695
Smagp	1	0	2	0	1	0	0	0	2	0	3	6	2	3	1	11	0	3
Bin2	2067	1190	1137	8146	7754	8201	617	414	1209	1281	6371	6365	533	538	753	745	1444	1302
Mir6961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cela1	156	143	85	1638	1577	1801	31	20	23	50	203	297	4	2	3	3	12	19
Galnt6	1098	624	542	6210.81	5630.88	5371.79	315	148	402	386	3505.3	3769.36	172	143	213	132	388	405
Galnt6os	1	2	0	8.19	5.12	8.21	2	0	2	0	53.7	38.64	3	1	0	0	0	6
Slc4a8	63	32	18	465	450	503	43	21	10	18	495	486	18	15	16	135	23	49
Scn8a	0	0	0	0	0	1	0	0	0	0	1	1	2	7	2	6	3	0
Fignl2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0
Ankrd33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acvrl1	0	1	1	4	0	0	0	4	1	0	3	1	2	1	1	27	2	11
Gm16031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acvr1b	1	3	1	3	2	2	5	3	28	28	485	458	4	2	1	4	1	10
mmu-mir-6962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A330009N23Rik	2	3	0	5	4	2	0	0	0	6	13	15	0	1	1	0	1	0
Grasp	7	9	5	48	55	42	5	5	1	0	84	92	6	6	10	10	25	12
